Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value,Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2014,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,7040135,137236,,u,487,N/A,
2014,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,28580470,565785,,u,320,N/A,
2014,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,23408328,456306,,u,1052,N/A,
2014,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,33946601,672014,,u,1467,N/A,
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1452402957,28312142,,u,92232,N/A,
2014,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,15425402,305364,,u,459,N/A,
2014,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,372972352,7270466,,u,25909,N/A,
2014,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,5783702,114495,,u,181,N/A,
2014,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,387589125,7555395,,u,20697,N/A,
2014,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,211347686,4183880,,u,6347,N/A,
2014,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,162637540,3170344,,u,6064,N/A,
2014,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,11296909,223636,,u,339,N/A,
2014,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,8575543,167166,,u,320,N/A,
2014,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,49602740,981946,,u,1490,N/A,
2014,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,7299389,142289,,u,272,N/A,
2015,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,444317859,11817526,,N/A,,N/A,
2015,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,920163646,23747514,,u,52181,N/A,
2015,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,34298551,766076,,N/A,,N/A,
2015,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,207000679,6540435,,u,11738,N/A,
2015,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,275922614,7880223,,N/A,,N/A,
2015,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,13145977,196822,,u,745,N/A,
2015,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,38354781,654466,,N/A,,N/A,
2015,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,209504973,4343726,,u,11880,N/A,
2015,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,801743822,17241216,,N/A,,N/A,
2015,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,144204305,3052608,,u,8177,N/A,
2015,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,9111198,195933,,N/A,,N/A,
2015,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,456050647,9807207,,N/A,,N/A,
2015,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,8749490,185214,,u,496,N/A,
2015,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,21892402,470788,,N/A,,N/A,
2015,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,23154974,490159,,u,1313,N/A,
2015,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,58042700,1115419,,u,1977,N/A,
2015,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1437439168,26689900,,u,119473,N/A,
2015,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,18229839,350327,,u,649,N/A,
2015,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,351243197,6521769,,u,46899,N/A,
2015,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,20191968,388033,,u,170,N/A,
2015,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,358516963,6656826,,u,19867,N/A,
2015,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,277050717,5324141,,u,46379,N/A,
2015,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,180527388,3351973,,u,6394,N/A,
2015,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,20744160,398645,,u,20980,N/A,
2015,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,10015851,185971,,u,285,N/A,
2015,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,60001264,1153057,,u,6926,N/A,
2015,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,5774173,107213,,u,226,N/A,
2016,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,318018267,7724225,,u,11537,N/A,
2016,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1013974373,26215566,,u,37930,N/A,
2016,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,39131296,846731,,u,1419,kg,846731
2016,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,216094700,5665943,,u,8083,N/A,
2016,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,168673007,4468410,,u,6119,kg,4468410
2016,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,12353787,178381,,u,462,kg,178381
2016,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,29449514,522492,,u,1068,kg,522492
2016,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,260584716,7051197,,u,9747,kg,7051197
2016,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,877652711,,,u,31839,N/A,
2016,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,154979180,3216231,,u,5797,N/A,
2016,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,15285081,,,u,554,N/A,
2016,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,545487409,,,u,19789,N/A,
2016,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,6828452,141708,,u,255,N/A,
2016,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,29654939,,,u,1075,N/A,
2016,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,22133871,459336,,u,827,N/A,
2016,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,42027004,934869,,u,1556,N/A,
2016,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1625916008,31856754,,u,108421,N/A,
2016,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,15431806,343273,,u,455,N/A,
2016,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,430914003,8442946,,u,33345,N/A,
2016,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,7781380,173093,,u,204,N/A,
2016,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,424346901,8314276,,u,21617,N/A,
2016,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,292925091,,,u,49718,N/A,
2016,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,195703081,,,u,7628,u,7628
2016,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,15989845,,,u,4403,N/A,
2016,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,24150552,,,u,934,u,934
2016,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,59334664,,,u,9372,u,9372
2016,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,8486907,,,u,340,u,340
2017,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,428691479,10831676,,u,16171,kg,10831676
2017,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1335007575,33660489,,u,52214,N/A,
2017,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,45604385,813423,,u,1720,kg,813423
2017,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,331668291,8971165,,u,12972,kg,8971165
2017,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,222482453,7128780,,u,8392,kg,7128780
2017,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,23901987,272248,,u,934,kg,272248
2017,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,63206086,615060,,u,2384,kg,615060
2017,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,430102861,9834131,,u,16821,kg,9834131
2017,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,1325262551,25444715,,u,49539,N/A,
2017,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,206796801,4181229,,u,8851,N/A,
2017,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,21161959,406304,,u,791,N/A,
2017,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,805357605,15462668,,u,30104,N/A,
2017,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,5894444,119179,,u,252,N/A,
2017,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,18030343,346178,,u,673,N/A,
2017,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,16064340,324805,,u,687,N/A,
2017,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,48043022,891180,,u,2363,u,2363
2017,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,2206939121,,,u,174180,u,174180
2017,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,12413598,230267,,u,497,u,497
2017,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,674275671,,,u,67480,u,67480
2017,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,6927021,128493,,u,532,u,532
2017,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,545170134,,,u,28326,u,28326
2017,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,435455664,8077541,,N/A,,N/A,
2017,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,304640134,,,u,10816,N/A,
2017,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,15713960,291488,,u,67435,N/A,
2017,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,27565385,,,u,1040,N/A,
2017,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,69341961,1286267,,u,9604,N/A,
2017,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,13881048,,,u,574,N/A,
2018,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,474464260,12079204,,u,17763,N/A,
2018,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1330721173,28160376,,u,51965,N/A,
2018,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,57766043,1213998,,u,2162,kg,1213998
2018,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,307987533,6509247,,u,12027,kg,6509247
2018,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,269051362,7587333,,u,10072,kg,7587333
2018,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,28138557,296623,,u,1098,kg,296623
2018,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,47318002,1233720,,u,1771,kg,1233720
2018,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,386423665,6530587,,u,15090,kg,6530587
2018,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,1144742004,,,u,84439,u,100102
2018,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,264173501,,,u,59651,u,59651
2018,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,18615920,,,u,1387,u,1387
2018,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,720214796,,,u,56750,u,56750
2018,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,12472554,,,u,2953,u,2953
2018,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,25892679,,,u,629,u,629
2018,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,14231913,,,u,2973,u,2973
2018,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,68185620,,,u,3546,u,3546
2018,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1995992740,,,u,138275,u,138275
2018,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,16432233,,,u,1443,u,1443
2018,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,647503788,,,u,50668,u,50668
2018,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,7285140,,,u,326,u,326
2018,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,388675186,,,u,21958,u,21958
2018,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,490628132,,,u,56722,N/A,
2018,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,251010907,,,u,9847,N/A,
2018,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,14858238,,,u,6972,N/A,
2018,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,12216984,,,u,694,N/A,
2018,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,77765960,,,u,12669,N/A,
2018,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,7687651,,,u,376,N/A,
2019,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,383788918,8264911,,u,14808,N/A,
2019,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1320080836,28666777,,u,52338,N/A,
2019,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,53496094,1287171,,u,2064,kg,1287171
2019,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,276357289,5956981,,u,10956,kg,5956981
2019,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,173896295,4867660,,u,6709,kg,4867660
2019,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,32836504,332267,,u,1301,kg,332267
2019,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,31331013,305915,,u,1208,kg,305915
2019,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,381924255,6474873,,u,15142,kg,6474873
2019,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,988461662,26708272,,u,60700,u,60701
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,239959446,7096794,,N/A,,u,103654
2019,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,8291900,97160,,u,820,u,820
2019,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,600854894,18760293,,u,46863,u,46863
2019,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,12739865,284151,,u,5232,u,5232
2019,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,8025155,96809,,u,196,u,196
2019,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,8944171,111746,,u,2347,u,2347
2019,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,89233802,,,u,5005,u,5005
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1589846009,,,u,105896,u,105896
2019,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,17044110,,,u,1688,u,1688
2019,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,466960050,,,u,37459,u,37459
2019,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,5193863,,,u,228,u,228
2019,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,332356172,,,u,17691,u,17691
2019,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,444884135,,,u,49489,N/A,
2019,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,224848824,,,u,8795,N/A,
2019,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,8995805,,,u,6518,N/A,
2019,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,8061196,,,u,306,N/A,
2019,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,55538922,,,u,9174,N/A,
2019,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,6343846,,,u,213,N/A,
2020,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,343356322,6702773,,u,14223,N/A,
2020,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1104303489,23372202,,u,47654,N/A,
2020,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,57826381,1137522,,u,2395,kg,1137522
2020,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,213401505,5775195,,u,9208,kg,5775195
2020,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,125659999,3574826,,u,5205,kg,3574826
2020,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,16608583,95085,,u,716,kg,95085
2020,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,26689679,159291,,u,1105,kg,159291
2020,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,333661487,5071199,,u,14398,kg,5071199
2020,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,1040649132,29535739,,u,76203,u,76203
2020,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,242904995,6464332,,N/A,,u,77227
2020,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,10205698,92182,,u,901,u,901
2020,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,736337743,22134013,,u,63571,u,63571
2020,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,16116585,295445,,u,2370,u,2370
2020,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,2262945,9943,,u,78,u,78
2020,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,10601520,161326,,u,5788,u,5788
2020,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,83612139,,,u,4437,u,4437
2020,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1724365224,,,u,126228,u,126228
2020,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,16583809,,,u,1431,u,1431
2020,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,618251990,,,u,54545,u,54545
2020,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,6692653,,,u,360,u,360
2020,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,381396057,,,u,20795,u,20795
2020,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,431573604,,,u,125712,u,125712
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,230382721,,,u,8721,u,8721
2020,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,9819859,,,u,4652,u,4652
2020,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,9062027,,,u,337,u,337
2020,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,53574994,,,u,13014,u,13014
2020,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,7029237,,,u,315,u,315
2021,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,400211496,6839405,,u,15602,N/A,
2021,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1385015513,30927942,,u,63374,N/A,
2021,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,89682547,1452883,,u,3496,kg,1452883
2021,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,273902794,7649577,,u,12533,kg,7649577
2021,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,132822543,3181712,,u,5178,kg,3181712
2021,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,25772511,151107,,u,1179,kg,151107
2021,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,34542623,290810,,u,1346,kg,290810
2021,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,377990022,6428726,,u,17295,kg,6428726
2021,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,1535458731,48019792,,u,114581,u,114581
2021,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,341853826,9407685,,u,54349,u,55288
2021,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,15541775,387578,,u,1522,u,1522
2021,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,1142709202,39083725,,u,96514,u,96514
2021,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,19607082,356485,,u,3619,u,3619
2021,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,9724909,148363,,u,189,u,189
2021,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,20512875,364416,,u,4907,u,4907
2021,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,73452510,,,u,5099,u,5099
2021,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,2376089604,,,u,172918,u,172918
2021,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,26737764,,,u,2869,u,2869
2021,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,969765752,,,u,83457,u,83457
2021,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,4521157,,,u,335,u,335
2021,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,511627192,,,u,29339,u,29339
2021,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,510162611,,,u,63451,u,64229
2021,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,330652683,,,u,12487,u,12487
2021,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,14537707,,,u,12666,u,12666
2021,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,9689269,,,u,346,u,346
2021,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,91872534,,,u,13000,u,13000
2021,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,10159719,,,u,281,u,281
